,category,text
45910,Electronics,"Wewow Extendable 3 Axis Gimbal Stabilizer with LCD Display, Face or Object Auto Tracking and Focusing for Smartphones and GoPro Action Cameras Size name:A-Lite   Wewow, the first one to research and create a hand-held stabilizer caetgory, is a global and modern innovation enterprise. Wewow won many international prizes such as Japan Tokyo CEATEC Digital in 2013 CCBN Annual Product Innovation Award in 2015 CES ASIA Best Mobile Device Nomination Award in 2015 (One of the biggest worldwide electric fairs) Dhgate Top 10 Innovative Brand in 2015 Reported in ABC News in 2017 CCTV China Quality Brand in 2018 IF Design Award in 2018 (The “Academy Awards” in industry design). Wewow A-Lite will give you a smooth shooting experience and help you be a professional director at anytime and anywhere. Wanna get more fans and likes on social medias? Get Wewow A-Lite right now! Don’t miss the chance to be an INTERNET RED on Youtube, Facebook, Instagram and Twitter!. Specifications: Brand and Name: Wewow A-lite 3-Axis Dimension: 318*120*106mm Charging Current: 1A Controllable Range: Pan: 320° Roll: ±180° Tilt: 270° Charging Time: 4hrs Operating Time: 4-6 hours Operating Temperature: -10° to 40°C Valid Payload: 75g-230g Net Weight: 440g (Without Batteries & Smartphone) Package Weight: 700g The app in WEWOW name Gimbal Pro only support: ①Supports iOS; Android ②Supports iPhone SE,XS Max, XS, X, 7, 7 Plus, 8,8Plus, X ③Supports Samsung Galaxy S8, NOTE7, S7 Edge, S7, S6, S5, A5 ④Supports HUAWEI Mate 9, 8, S, P10 Plus, P10, P9, OPPO R9 Plus, vivo X7, OnePlus 3T, Mi 5s, Mi 5, Mi 4, LG G5, Google Pixel, Smartisan U2 Pro. Package Content: 1*Wewow A-Lite Gimbal. 1*Product Manual. 1*Tripod. 1*Hand line. 1*Micro USB Cable."
36489,Clothing & Accessories,"Weavers Villa - Women's Faux Pashmina Silk Paisley Design Shawls, Stoles Accessorize your wardrobe with this Beautiful and Exclusive Woven Designer Jamdani Shawl. This shawl has been carefully woven on a Jacquard pattern all over the shawl to give a ""Royal"" and ""Glamorous"" look to the product. The color combination of thread work used adds an elegant look in the shawl. Comfortable and warm to feel cozy in Winters. Size: 40 X 80 Inches. Wash Care: Dry Clean Only. This is an exclusive Vintage ""Weavers Villa"" Shawl - Think Trendy. Be Trendy."
49139,Electronics,AmazonBasics 4.0 Amp Dual USB Car Charger for Apple and Android Devices - Black
11354,Household,Embassy Stainless Steel Round Trivet (Pack Of 6) Embassy round trivets or wire mats are made of stainless steel. Ideal to place the hot containers on these table rings so that the hot containers do not damage the surface of dining table or any other surface you place the hot container on. The product comes in a set of 6 trivets (same size). Also available separately in square shape.
17159,Household,"Cpixen Energy Saving Under Door Draft Stopper double sided insulating device for doors And windows The fabric draft stopper sleeve holds foam cylinders on opposite sides of a door, creating an ""airtight, draft-proof"" seal. Door Draft Guard works on any floor, even carpets, to insulate living areas, garages and basements."
17237,Household,"Spider Auto Concealed Hinge, AH261 - 0 [ 5 Pair Pack ] (Full Overlay), [HSN Code:83021010] Size:Full Overlay - 0 Degree   Auto Concealed Hinges, 5 Pairs (2 Pcs in each pair), Metal Steel, Finish Nickel, Angle of Opening (110 Degree), Cup of Diameter (35MM), Cup Depth (11.5MM), Durable and Long Life, Good Quality Hinges From Renowned Brand Spider."
30231,Books,"Conceptual Physics About the Author Paul G. HewittFormer silver-medal boxing champion, sign painter, uranium prospector, and soldier, Paul began college at the age of 27, with the help of the GI Bill. He pioneered the conceptual approach to teaching physics at the City College of San Francisco. He has taught as a guest teacher at various middle schools and high schools, the University of California at both the Berkeley and Santa Cruz campuses, and the University of Hawaii at both the Manoa and Hilo campuses. He also taught for 20 years at the Exploratorium in San Francisco, which honored him with its Outstanding Educator Award in 2000. He is the author of Conceptual Physics and a co-author of Conceptual Physical Science and Conceptual Physical Science Explorations (with John Suchocki and Leslie Hewitt)."
28602,Books,Chiropractic Technique: Principles and Procedures 
17390,Household,"Store2508 100-Piece Self Sticking Square Felt Pads Non Skid Floor Protector Furniture Pad Noise Insulation with Plastic Storage Box Pack Contains 100 Pcs Furniture Felt Pads in 4 different sizes. 2. 1*2. 1 Cm – 40 Pcs, 2. 7*2. 7 Cm – 40 Pcs, 4*4 Cm – 16 pcs, 5. 5*5. 5 Cm – 4 Pcs. The Felt pads comes with a reusable plastic box. Once you have used all the felt pads, this box with 4 partitions can be used to organize stuff like Jewellery, Pins, Stationary."
14967,Household,"Samsung 253 L 2 Star Frost Free Double Door Refrigerator(RT28M3022S8, Elegant Inox, Inverter Compressor) The Samsung RT28M3022S8 refrigerator features an all-around cooling technique that maintains the temperature from top to bottom. This refrigerator has digital inverter technology that ensures reliable operation. The smart connect inverter function ensures a hassle-free operation during power cuts. With the easy side shelve design, you can conveniently access your food items. The stabilizer-free operation provides protection in the case of power fluctuation. Compressor: Inverter."
47565,Electronics,"Mpow Bluetooth FM Transmitter QC3.0 Dual USB Charging Wireless in-Car Radio Adapter Handsfree Car Kit Support U-Disk Music Play Colour:QC3.0   Specification:Item Type: Car FM TransmitterBluetooth Version: V4.2, A2DP, AVRCP, HFPPC Interface: High Speed USB2.0Input Power: DC12V-24VUSB Output: 12V/1.5A, 9V/2A, 5V/3AScreen: LED Display Support USB Disk: ≤32GBSupport Format: MP3/WMA/WAVWorking Current: 50-100mA DC12VBps: 64-320 kbpsFM Frequency: 87.5-108MHzSNR: 85db (FM:65dB)Harmonic Distortion: <0.05% (FM<0.1%)Working Condition: 0℃-60℃Transmitting Distance: <5mColor: Black Package Included:1 x Car FM Transmitter Charger1 x User Manual"
10644,Household,"Pigeon Gas Lighter Super With Stand & Free Knife The high quality material also takes care of your health and hygiene. Its very sturdy and is made up of thick gauze, and is very easy to clean. Its exclusive features will give you complete satisfaction while you use it."
41545,Electronics,"Netgear ReadyNAS 214 RN21400-100INS 4-Bay Diskless Network Attached Storage for Personal Cloud ARM Cortex A15 quad-core 1.4GHz. 4 total bays. 2GB RAM. Serial ATA connection. RAID supported 0, 1, 5, 6, 10, JBOD. 4 x 2.5/3.5 inch bays. Features: Gigabit Ethernet, eSATA, network (RJ-45), 3 x USB 3.0 ports, ReadyNAS OS. IPv6, TCP/IP, NTP, SSH, IPv4."
6602,Household,"Switchon Waterproof Kitchen Polyester 30lx23w Inch Apron New Style, Black Orange Color Name:Black - Orange   Branded Kitchen waterproof Apron with new style : Two Front Pocket Provides A Space To Keep Tools. Protect Your Cloth While Cooking In Style By Bringing Home This Stunning And Attractive Looking Apron. Polyester Material And Fabric Is Durable And Easy To Use As Well. Ideal For Women."
4978,Household,Odishabazaar Ready to Draw Rangoli making Kit: 1 Rangeela patta + 1 Galicha Rangoli Patta + 1 Rangoli Pen Odishabazaar Rangoli Kit is an exclusive combination of Rangoli making pen to make exclusive designs and patterns on various occasions and in day to day life. The color of material may differ a bit from the picture but will be of the same quality and standards.
10846,Household,Taylor Candy and Deep Fry Stainless Steel Thermometer TAYLOR 5983N Candy/Jelly Deep Fry Thermometer
32726,Clothing & Accessories,EIO® New Born Baby Multi-Color Long Sleeve Cotton Sleep Suit Romper for Boys and Girls Set of 3 Stylish 3Pcs Romper Suits from the house of Mini Berry Cute print on solid colour makes it attractive and stylish. The soft 100% cotton snap buttons easy wear and proper fit. Kids will be comfortable in these cute color and cartoon print for all day long.
41496,Electronics,"Intex Sky-Pro IT-195 FM LCD TV Tuner LCD TV Tuner Enjoy the telecasting of your television programs on your computer monitor. The Intex Sky-Pro IT-195 FM LCD TV Tuner can spare you the need for a high-end LCD TV by enabling television on your system. The picture quality will be impressive and you can view your preferred television shows in both an expansive screen width as well as the standard display size with the 16:9 or 4:3 display modes respectively. The Sky-Pro IT-195 FM LCD TV Tuner supports a compatibility with PAL BG/DK/I/M/N or SECAM BG/DK system of air and cable TV to play television channels on your PC. PiP Function With the built-in PiP functionality of the Sky-Pro IT-195 FM LCD TV Tuner, you can set-up multiple inset windows on your computer screen while the primary program/channel is displayed in the background in the full display size. This function enables you to crowd your PC monitor with numerous running programs/channels to play several TV shows, films and more simultaneously. You need not specially turn on your television to watch an important piece of news being broadcasted or download the video clips of your favourite sports tournaments from internet. Watch different television channels all at the same time in one go thanks to this PiP support built-in the Sky-Pro IT-195 FM LCD TV Tuner.  On-Screen Display Customize the display aspects, such as, contrast, brightness, vertical/horizontal positioning etc. or select the viewing options for your TV telecasting with the OSD (On-Screen Display) control panel that will pop up on your PC monitor. The Sky-Pro IT-195 FM LCD TV Tuner features the OSD display to give you a more personalized television viewing experience on your computer screen. You can also easily operate and control your television programs from a distance with the fully-functional remote control that accompanies this Sky-Pro IT-195 FM LCD TV Tuner."
